uid,archivo,fuente,video,t,ubicacion,grupo,split,md5,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00454866ms_f0013650,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00454866ms_f0013650.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,454.866,,35,val,015116bd260c458701699f597061ccd8,0,0,0,0,0,0,6,0,4,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00459865ms_f0013800,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00459865ms_f0013800.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,459.865,,35,val,d2fab1e303878763e5b9aa96f4967a3d,0,0,0,0,2,1,7,0,4,1,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00464863ms_f0013950,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00464863ms_f0013950.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,464.863,,35,val,2880d2985d5557b86499f905520ebb87,0,0,0,0,2,1,5,0,3,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00469862ms_f0014100,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00469862ms_f0014100.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,469.862,,35,val,b7eff0fedc33557c71a3df3125070406,0,0,0,0,0,0,4,0,2,0,1,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00474860ms_f0014250,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00474860ms_f0014250.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,474.86,,35,val,992f952b975e2adf0ab35e5277a1291d,0,0,0,0,0,0,4,0,2,0,1,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00479859ms_f0014400,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00479859ms_f0014400.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,479.859,,35,val,176328c966581680852cc231e6383361,0,0,1,0,0,0,3,0,2,0,1,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00559835ms_f0016800,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00559835ms_f0016800.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,559.835,,36,test,d537e4e0ad22775b6a8bf9e28bbb6dba,0,0,0,0,3,2,2,0,2,1,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00564834ms_f0016950,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00564834ms_f0016950.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,564.834,,36,test,73a6e34f95df341d36a13ee362b18d68,0,1,0,0,2,1,6,0,2,2,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00569833ms_f0017100,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00569833ms_f0017100.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,569.833,,36,test,6a04ea7361b3cf5a9edad51d7c34a603,0,0,0,0,2,1,4,0,3,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00574831ms_f0017250,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00574831ms_f0017250.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,574.831,,36,test,8f6d5417d1fb27e5c9974bb02bf03e68,0,0,0,0,1,1,2,0,2,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00579830ms_f0017400,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00579830ms_f0017400.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,579.83,,36,test,498847af2d3dcac9abfb0936cd244383,0,0,0,0,1,1,3,0,2,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00584828ms_f0017550,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00584828ms_f0017550.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,584.828,,36,test,f6ba4cdc7d6e99fe993c85a3b949574d,0,0,0,0,0,0,3,0,2,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00589827ms_f0017700,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00589827ms_f0017700.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,589.827,,36,test,7722bde1779cb80e7a2194e31c409058,0,0,0,0,0,0,4,1,1,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00594825ms_f0017850,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00594825ms_f0017850.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,594.825,,36,test,29029168042961ba18aeba0f7ccc405c,0,0,0,0,1,0,10,0,4,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00599824ms_f0018000,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00599824ms_f0018000.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,599.824,,36,test,b088769f7cc01509cc32808738ed7394,0,0,0,0,1,0,12,0,2,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00604822ms_f0018150,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00604822ms_f0018150.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,604.822,,36,test,bbb847b2a3ae93a2a459ebf445bd2809,0,0,0,0,2,0,8,2,1,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00609821ms_f0018300,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00609821ms_f0018300.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,609.821,,36,test,380e6078a11d5765200cf0820f70263f,0,0,0,0,0,0,4,0,1,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00664805ms_f0019950,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00664805ms_f0019950.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,664.805,,37,val,a80dc4552ae10e65913796cf37204b33,0,0,0,0,2,0,3,0,1,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00669803ms_f0020100,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00669803ms_f0020100.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,669.803,,37,val,ac99aaa0f17f36d4d15a7798de5ee4c4,0,0,0,0,1,0,5,0,1,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00674802ms_f0020250,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00674802ms_f0020250.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,674.802,,37,val,8699e51ac9b3c33d8e91d68942b63906,0,0,0,0,0,0,6,0,0,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00679800ms_f0020400,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00679800ms_f0020400.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,679.8,,37,val,ebfebf6f6928b366755e5afad8c3cdac,0,0,0,0,0,0,5,0,0,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00684799ms_f0020550,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00684799ms_f0020550.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,684.799,,37,val,9825bd2686a33d7988a287a6ba2043a5,0,0,0,0,0,0,4,0,0,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00689797ms_f0020700,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00689797ms_f0020700.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,689.797,,37,val,561653744ced6a3085e0b21240952092,0,0,0,0,8,1,5,2,1,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00694796ms_f0020850,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00694796ms_f0020850.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,694.796,,37,val,8e06c8a05fa55e830eb887b8291827df,0,0,0,0,3,1,5,2,1,1,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00699794ms_f0021000,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00699794ms_f0021000.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,699.794,,37,val,4095d2b5a73f81c31f392a5db06a9550,0,0,0,0,0,0,5,2,2,1,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00704793ms_f0021150,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00704793ms_f0021150.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,704.793,,37,val,262b1a0bdfb3eb30b262732a9e332b43,0,0,0,0,0,0,6,3,2,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00709792ms_f0021300,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00709792ms_f0021300.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,709.792,,37,val,988b3c852f0eb404ee28ea4680b07d24,0,0,0,0,1,1,10,1,1,0,0,0
L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00714790ms_f0021450,L_20260607_08_Av_Eyzaguirre_24min_3_1GB_t00714790ms_f0021450.jpg,L,20260607_08_Av_Eyzaguirre-24min-3_1GB,714.79,,37,val,0b6dd4c6e5adff6349aa0ff384f6e478,0,0,0,0,0,0,10,1,1,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00000000ms_f0000000,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00000000ms_f0000000.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,0.0,,38,train,3f4911d281a7878e2f41ac4db26eedd3,0,0,0,0,1,0,3,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00004998ms_f0000150,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00004998ms_f0000150.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,4.998,,38,train,5a074630f3ad7ab8dea61e8b05c336e7,0,0,0,0,0,0,2,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00009996ms_f0000300,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00009996ms_f0000300.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,9.996,,38,train,2fd5e202c9ff846f356e1eb19bcff2a7,0,0,0,0,0,0,2,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00014995ms_f0000450,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00014995ms_f0000450.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,14.995,,38,train,1456567e02d6e6c2949ed4c5dd453e62,0,0,0,0,2,0,6,1,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00019993ms_f0000600,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00019993ms_f0000600.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,19.993,,38,train,ff2240c209907a2d60defa31e2e214e3,0,0,0,0,5,0,5,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00024992ms_f0000750,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00024992ms_f0000750.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,24.992,,38,train,c03cd731de7950283ce0d4f8b1e0af0a,0,0,0,0,6,1,5,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00029990ms_f0000900,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00029990ms_f0000900.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,29.99,,38,train,2a30803a46302765572d69f15512fb2a,0,0,0,0,8,1,8,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00034988ms_f0001050,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00034988ms_f0001050.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,34.988,,38,train,6b54313c0475341d1593ae977f4dc62a,1,0,0,0,2,1,4,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00039987ms_f0001200,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00039987ms_f0001200.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,39.987,,38,train,5e63268df9aed1f8f05a65fc238b277a,0,0,0,0,1,1,11,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00044985ms_f0001350,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00044985ms_f0001350.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,44.985,,38,train,e0ecee6dba320dd12ecb5dada1db8d1d,0,0,0,0,1,1,3,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00049984ms_f0001500,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00049984ms_f0001500.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,49.984,,38,train,fd3512fe4b44abfa77533453d166e412,0,0,0,0,3,1,3,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00054982ms_f0001650,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00054982ms_f0001650.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,54.982,,38,train,c0aaee66eb2ebc0b9ccdbdaec6ae3395,0,0,0,0,3,1,3,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00079974ms_f0002400,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00079974ms_f0002400.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,79.974,,38,train,a3b3aeb9ff326c48f25f8d3200248649,0,0,0,0,1,0,3,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00084973ms_f0002550,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00084973ms_f0002550.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,84.973,,38,train,19ba405ce625dcef8def78d09dc81779,0,0,0,0,0,0,7,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00089971ms_f0002700,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00089971ms_f0002700.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,89.971,,38,train,bf1fa37ada67f79dfa3243336e221c6a,0,0,0,0,0,0,3,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00104966ms_f0003150,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00104966ms_f0003150.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,104.966,,38,train,16b2324664faa6c2023faf56b89bd68f,0,0,0,0,6,0,7,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00119962ms_f0003600,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00119962ms_f0003600.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,119.962,,38,train,ae885112eb079cba51e8a42f445268fe,0,0,0,0,0,0,3,0,0,0,0,1
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00124960ms_f0003750,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00124960ms_f0003750.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,124.96,,38,train,a88761c6d179104f3e00ec0d0d3e356a,0,0,0,0,0,0,2,1,0,0,0,1
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00149952ms_f0004500,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00149952ms_f0004500.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,149.952,,38,train,9352d8d7c33dfb657acd5b3afc76fa0b,0,0,0,0,0,0,1,0,0,0,0,1
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00169946ms_f0005100,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00169946ms_f0005100.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,169.946,,38,train,866a44bdf93b6dabffb713ae00abaf2f,0,1,0,0,6,0,9,0,0,2,5,2
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00174944ms_f0005250,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00174944ms_f0005250.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,174.944,,38,train,9908c8dd959ce002be974cede416067f,0,1,0,0,9,0,8,0,0,0,0,2
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00259918ms_f0007800,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00259918ms_f0007800.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,259.918,,39,test,d3f954430f41f75fe0a8b30a0cec6d8f,0,0,0,0,1,1,2,1,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00264916ms_f0007950,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00264916ms_f0007950.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,264.916,,39,test,9529927c859f41793063470d731759f6,0,0,0,0,1,0,2,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00269914ms_f0008100,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00269914ms_f0008100.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,269.914,,39,test,2cc898ba5324a5d9244bbd481cfb888b,0,0,0,0,0,0,3,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00274913ms_f0008250,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00274913ms_f0008250.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,274.913,,39,test,52a32a8161dc7c15f1b10bbfe7b2bf56,0,0,0,0,0,0,4,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00279911ms_f0008400,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00279911ms_f0008400.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,279.911,,39,test,2a91360057e68ef49bc232d50ee3ab91,0,0,0,0,3,0,3,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00284910ms_f0008550,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00284910ms_f0008550.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,284.91,,39,test,0ab8d04e8254f68ede1b35a02f29c231,0,1,0,0,2,0,2,0,0,0,0,1
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00289908ms_f0008700,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00289908ms_f0008700.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,289.908,,39,test,d95ea482896d53dc3bc6f05f4881746c,0,0,0,0,6,0,10,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00294906ms_f0008850,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00294906ms_f0008850.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,294.906,,39,test,fd8043df14a251e7f71cf00c45ae9854,0,0,0,0,4,0,3,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00299905ms_f0009000,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00299905ms_f0009000.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,299.905,,39,test,1772b4028069d04e457a389796380588,1,0,0,0,0,0,4,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00369883ms_f0011100,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00369883ms_f0011100.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,369.883,,40,test,093d0a037d33e4146dcbfc718e453421,0,0,0,0,2,1,5,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00374881ms_f0011250,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00374881ms_f0011250.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,374.881,,40,test,069997abdbe92b4b9b20db97327230f4,0,0,0,0,3,0,9,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00379880ms_f0011400,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00379880ms_f0011400.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,379.88,,40,test,8c23f2a6898535c8fb8e16a1e8fb9a4a,0,0,0,0,6,1,7,0,1,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00384878ms_f0011550,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00384878ms_f0011550.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,384.878,,40,test,e935f2e66f20c2ff55b32afbb0789060,0,0,0,0,0,0,5,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00389877ms_f0011700,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00389877ms_f0011700.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,389.877,,40,test,fcfef2b4b766c653d42dd264c98352de,0,0,0,0,1,1,2,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00394875ms_f0011850,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00394875ms_f0011850.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,394.875,,40,test,943b01501a6a6b0861958c2949304ff7,0,0,0,0,4,0,5,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00449858ms_f0013500,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00449858ms_f0013500.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,449.858,,41,test,3e4366a80a479997231141b308215764,0,1,0,0,7,0,11,0,2,0,1,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00459854ms_f0013800,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00459854ms_f0013800.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,459.854,,41,test,6bb0bf1816b8d0e985e3094076f5e341,0,1,0,0,8,2,5,0,3,0,2,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00474850ms_f0014250,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00474850ms_f0014250.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,474.85,,41,test,3cba8f7a29f37adb5fe15779ab33329b,0,0,0,0,10,1,8,1,2,0,1,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00709776ms_f0021300,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00709776ms_f0021300.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,709.776,,42,test,47795cc0b98b7c7b57608b40a1bf755f,0,0,0,0,1,0,4,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00869725ms_f0026100,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00869725ms_f0026100.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,869.725,,43,train,f7ef05eaedb473152cfd3c11782af3ae,0,0,0,0,2,0,3,0,0,0,0,0
L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00874724ms_f0026250,L_20260607_10_Av_Alisos_C_15min_1_95_GB_t00874724ms_f0026250.jpg,L,20260607_10_Av_Alisos_C_-15min-1_95_GB,874.724,,43,train,528c16a02cafdd6397157ffd1613f78b,0,0,0,0,0,0,3,1,0,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00000000ms_f0000000,L_20260607_11_Av_Naranjal_12min_1_6GB_t00000000ms_f0000000.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,0.0,,44,train,68d7197286028426f0e286e5a35e6300,0,0,0,0,0,0,2,0,2,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00004998ms_f0000150,L_20260607_11_Av_Naranjal_12min_1_6GB_t00004998ms_f0000150.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,4.998,,44,train,1b68239c01e5bec6014acb6251ba39f1,0,0,0,0,0,0,2,0,1,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00009996ms_f0000300,L_20260607_11_Av_Naranjal_12min_1_6GB_t00009996ms_f0000300.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,9.996,,44,train,22c93a0e24c432895931b6acf2d0e00a,0,0,0,0,2,0,1,0,1,0,0,1
L_20260607_11_Av_Naranjal_12min_1_6GB_t00014995ms_f0000450,L_20260607_11_Av_Naranjal_12min_1_6GB_t00014995ms_f0000450.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,14.995,,44,train,1e81670507e635c56f7abe7ab19d2533,0,0,0,0,1,0,1,0,1,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00019993ms_f0000600,L_20260607_11_Av_Naranjal_12min_1_6GB_t00019993ms_f0000600.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,19.993,,44,train,4f44a0809f580c613ba8706ba02e6145,0,0,0,0,0,0,3,0,2,0,0,1
L_20260607_11_Av_Naranjal_12min_1_6GB_t00024992ms_f0000750,L_20260607_11_Av_Naranjal_12min_1_6GB_t00024992ms_f0000750.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,24.992,,44,train,6aca7ccb56843a317e694806cff363a7,0,0,0,0,0,0,4,0,3,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00029990ms_f0000900,L_20260607_11_Av_Naranjal_12min_1_6GB_t00029990ms_f0000900.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,29.99,,44,train,1627e33ca1cc7e8a0a5d3657310e52f1,0,0,0,0,1,0,3,0,1,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00034988ms_f0001050,L_20260607_11_Av_Naranjal_12min_1_6GB_t00034988ms_f0001050.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,34.988,,44,train,b45fb3fb312ae2b2007576780ce29c01,0,0,0,0,1,0,3,0,1,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00039987ms_f0001200,L_20260607_11_Av_Naranjal_12min_1_6GB_t00039987ms_f0001200.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,39.987,,44,train,128c8cb99fdb4f8db2760451832c77a6,0,0,0,0,1,0,4,0,1,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00044985ms_f0001350,L_20260607_11_Av_Naranjal_12min_1_6GB_t00044985ms_f0001350.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,44.985,,44,train,ef68fd64047468a33326a73eb9c7f1d3,0,0,0,0,4,0,2,0,1,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00049984ms_f0001500,L_20260607_11_Av_Naranjal_12min_1_6GB_t00049984ms_f0001500.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,49.984,,44,train,bea4f84f43f54b1d6c070363d285e96f,0,0,0,0,0,0,2,0,1,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00064979ms_f0001950,L_20260607_11_Av_Naranjal_12min_1_6GB_t00064979ms_f0001950.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,64.979,,44,train,ffe27467d54b42e45a43be69f0927819,0,0,0,0,0,0,2,0,1,0,0,0
L_20260607_11_Av_Naranjal_12min_1_6GB_t00069977ms_f0002100,L_20260607_11_Av_Naranjal_12min_1_6GB_t00069977ms_f0002100.jpg,L,20260607_11_Av__Naranjal_-12min-1_6GB,69.977,,44,train,bce72598c137739fe9fbeec3b1ec649d,0,0,0,0,0,0,3,0,1,0,0,0
